center,left,right,steering_angle,throttle,brake,speed
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_27_334.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_27_334.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_27_334.jpg,0,1,0,30.18923
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_27_418.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_27_418.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_27_418.jpg,0,1,0,30.19022
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_27_491.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_27_491.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_27_491.jpg,0,1,0,30.19032
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_27_576.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_27_576.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_27_576.jpg,-0.1,1,0,30.18833
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_27_649.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_27_649.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_27_649.jpg,0,1,0,30.19036
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_27_731.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_27_731.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_27_731.jpg,0,1,0,30.19035
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_27_826.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_27_826.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_27_826.jpg,0,1,0,30.19037
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_27_900.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_27_900.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_27_900.jpg,0,1,0,30.19036
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_27_981.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_27_981.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_27_981.jpg,0,1,0,30.19061
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_28_067.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_28_067.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_28_067.jpg,-0.15,1,0,30.18438
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_28_150.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_28_150.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_28_150.jpg,0,1,0,30.18966
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_28_234.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_28_234.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_28_234.jpg,0,1,0,30.19016
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_28_309.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_28_309.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_28_309.jpg,0,1,0,30.19025
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_28_384.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_28_384.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_28_384.jpg,0,1,0,30.19031
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_28_455.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_28_455.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_28_455.jpg,0,1,0,30.19029
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_28_549.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_28_549.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_28_549.jpg,-0.25,1,0,30.17496
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_28_636.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_28_636.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_28_636.jpg,0,1,0,30.18886
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_28_706.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_28_706.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_28_706.jpg,0,1,0,30.1901
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_28_790.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_28_790.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_28_790.jpg,0,1,0,30.19025
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_28_862.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_28_862.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_28_862.jpg,0,1,0,30.19029
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_28_950.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_28_950.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_28_950.jpg,0,1,0,30.1903
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_29_036.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_29_036.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_29_036.jpg,0,1,0,30.1903
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_29_107.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_29_107.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_29_107.jpg,0,1,0,30.19032
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_29_179.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_29_179.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_29_179.jpg,0,1,0,30.1903
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_29_259.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_29_259.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_29_259.jpg,0,1,0,30.19032
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_29_328.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_29_328.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_29_328.jpg,0,1,0,30.19029
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_29_408.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_29_408.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_29_408.jpg,0,1,0,30.19031
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_29_482.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_29_482.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_29_482.jpg,0,1,0,30.19031
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_29_569.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_29_569.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_29_569.jpg,0,1,0,30.19029
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_29_658.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_29_658.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_29_658.jpg,0,1,0,30.19031
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_29_732.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_29_732.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_29_732.jpg,0,1,0,30.19029
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_29_807.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_29_807.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_29_807.jpg,0,1,0,30.19031
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_29_884.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_29_884.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_29_884.jpg,0,1,0,30.19029
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_29_963.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_29_963.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_29_963.jpg,0,1,0,30.1903
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_30_038.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_30_038.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_30_038.jpg,0,1,0,30.19029
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_30_108.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_30_108.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_30_108.jpg,0,1,0,30.19028
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_30_186.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_30_186.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_30_186.jpg,-0.1,1,0,30.18765
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_30_260.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_30_260.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_30_260.jpg,0,1,0,30.19108
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_30_347.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_30_347.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_30_347.jpg,0,1,0,30.19023
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_30_420.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_30_420.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_30_420.jpg,0,1,0,30.19029
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_30_492.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_30_492.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_30_492.jpg,0,1,0,30.19029
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_30_574.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_30_574.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_30_574.jpg,0,1,0,30.19029
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_30_643.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_30_643.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_30_643.jpg,0,1,0,30.19029
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_30_734.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_30_734.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_30_734.jpg,0,1,0,30.19029
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_30_823.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_30_823.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_30_823.jpg,0,1,0,30.1903
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_30_901.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_30_901.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_30_901.jpg,0,1,0,30.19031
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_30_986.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_30_986.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_30_986.jpg,0,1,0,30.19028
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_31_066.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_31_066.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_31_066.jpg,0,1,0,30.19023
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_31_144.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_31_144.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_31_144.jpg,0,1,0,30.19029
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_31_217.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_31_217.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_31_217.jpg,-0.15,1,0,30.18423
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_31_298.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_31_298.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_31_298.jpg,0,1,0,30.19107
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_31_372.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_31_372.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_31_372.jpg,0,1,0,30.19024
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_31_449.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_31_449.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_31_449.jpg,0,1,0,30.19028
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_31_520.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_31_520.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_31_520.jpg,0,1,0,30.19029
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_31_605.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_31_605.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_31_605.jpg,0,1,0,30.19031
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_31_687.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_31_687.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_31_687.jpg,0,1,0,30.19028
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_31_763.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_31_763.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_31_763.jpg,0,1,0,30.19028
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_31_837.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_31_837.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_31_837.jpg,0,1,0,30.19031
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_31_907.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_31_907.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_31_907.jpg,-0.1,1,0,30.18766
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_31_993.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_31_993.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_31_993.jpg,0,1,0,30.19106
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_32_068.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_32_068.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_32_068.jpg,0,1,0,30.19024
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_32_140.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_32_140.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_32_140.jpg,0,1,0,30.19027
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_32_233.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_32_233.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_32_233.jpg,0,1,0,30.1903
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_32_311.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_32_311.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_32_311.jpg,0,1,0,30.19027
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_32_383.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_32_383.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_32_383.jpg,0,1,0,30.1903
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_32_465.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_32_465.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_32_465.jpg,0,1,0,30.19023
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_32_556.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_32_556.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_32_556.jpg,0,1,0,30.1903
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_32_639.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_32_639.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_32_639.jpg,0,1,0,30.19029
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_32_724.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_32_724.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_32_724.jpg,-0.05,1,0,30.18973
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_32_807.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_32_807.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_32_807.jpg,0,1,0,30.18722
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_32_898.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_32_898.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_32_898.jpg,0,1,0,30.19024
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_32_971.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_32_971.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_32_971.jpg,0,1,0,30.19026
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_33_040.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_33_040.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_33_040.jpg,0,1,0,30.19027
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_33_118.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_33_118.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_33_118.jpg,0,1,0,30.19029
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_33_192.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_33_192.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_33_192.jpg,0,1,0,30.19031
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_33_274.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_33_274.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_33_274.jpg,0,1,0,30.1903
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_33_348.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_33_348.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_33_348.jpg,0,1,0,30.19027
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_33_424.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_33_424.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_33_424.jpg,0,1,0,30.19028
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_33_517.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_33_517.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_33_517.jpg,0,1,0,30.19029
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_33_585.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_33_585.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_33_585.jpg,0,1,0,30.1903
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_33_658.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_33_658.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_33_658.jpg,0,1,0,30.1902
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_33_726.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_33_726.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_33_726.jpg,0,1,0,30.19033
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_33_806.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_33_806.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_33_806.jpg,0,1,0,30.19028
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_33_884.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_33_884.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_33_884.jpg,0,1,0,30.19022
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_33_954.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_33_954.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_33_954.jpg,0,1,0,30.19027
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_34_040.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_34_040.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_34_040.jpg,0,1,0,30.19031
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_34_113.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_34_113.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_34_113.jpg,-0.15,1,0,30.18421
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_34_192.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_34_192.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_34_192.jpg,0,1,0,30.19104
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_34_263.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_34_263.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_34_263.jpg,0,1,0,30.19015
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_34_330.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_34_330.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_34_330.jpg,0,1,0,30.19026
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_34_400.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_34_400.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_34_400.jpg,0,1,0,30.19028
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_34_474.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_34_474.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_34_474.jpg,0,1,0,30.19029
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_34_543.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_34_543.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_34_543.jpg,0,1,0,30.1903
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_34_614.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_34_614.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_34_614.jpg,-0.05,1,0,30.18975
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_34_702.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_34_702.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_34_702.jpg,0,1,0,30.18604
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_34_778.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_34_778.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_34_778.jpg,0,1,0,30.18998
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_34_853.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_34_853.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_34_853.jpg,0,1,0,30.19022
